index,City,Card Type,Exp Type,Gender,Month,DayOfWeek,IsWeekend,Cluster_KMeans,Cluster_KPrototypes,Log_Amount,Amount_Category,Amount
18656,172,2,1,1,7,2,0,1,0,0.16383016126234623,2.0,1.178014225652711
18657,421,1,0,1,11,4,0,3,3,0.10146364487521833,1.0,1.1067896801835775
18658,656,0,2,0,10,2,0,1,0,0.07029183330211863,1.0,1.0728212205337229
18659,625,3,0,1,3,5,1,0,2,0.11703121928889844,2.0,1.1241545244475826
18660,10,3,3,1,1,5,1,0,2,0.2161030831872862,4.0,1.2412303223839403
18661,371,0,4,0,4,6,1,0,2,0.18086423147024233,3.0,1.1982524832710175
18662,478,3,3,0,1,3,0,2,1,0.22462920040429693,4.0,1.251858441516761
18663,98,3,2,1,2,2,0,2,1,0.18695906373780224,3.0,1.205577932185439
18664,344,3,0,1,2,0,0,2,1,0.03328107636581714,0.0,1.033841086701863
18665,239,1,2,0,1,4,0,0,2,0.2254596564861044,4.0,1.2528984867692603
18666,88,1,1,0,5,0,0,2,1,0.0928826821761071,1.0,1.097332990997641
18667,425,3,2,0,3,6,1,0,2,0.12690149016567948,2.0,1.135305173548149
18668,423,1,0,1,1,5,1,0,2,0.17994394580692344,3.0,1.1971502559494198
18669,304,3,1,0,12,5,1,3,3,0.24180902814505303,4.0,1.2735509572026895
18670,598,3,3,0,2,4,0,0,2,0.0770866231999655,1.0,1.0801356371455622
18671,399,2,3,0,5,6,1,0,2,0.09111074067777658,1.0,1.0953903028066179
18672,232,3,4,0,2,4,0,0,2,0.1392448166752241,2.0,1.1494054591844922
18673,773,1,3,1,2,3,0,2,1,0.06883987852165471,1.0,1.071264662933068
18674,944,0,0,1,2,3,0,2,1,0.15026895486884007,2.0,1.1621467657300575
18675,494,1,3,1,2,2,0,2,1,0.24615843439555088,4.0,1.279102211274612
18676,450,0,0,0,11,0,0,1,0,0.023250475628063136,0.0,1.0235228749779355
18677,479,2,0,1,3,6,1,0,2,0.25738224680738336,4.0,1.2935394836080043
18678,455,2,2,1,10,1,0,1,0,0.1284533150626619,2.0,1.1370683360880658
18679,300,1,4,0,12,5,1,3,3,0.05759281389646996,0.0,1.0592835823290594
18680,489,2,4,0,9,3,0,3,3,0.2227398881660224,4.0,1.249495522891025
18681,958,1,0,0,3,5,1,0,2,0.07803420158645281,1.0,1.0811596354124877
18682,954,2,1,1,2,1,0,2,1,0.01571228194167096,0.0,1.0158363688881045
18683,794,3,1,0,12,1,0,1,0,0.06094551003777737,1.0,1.0628409984434424
18684,579,3,3,1,12,1,0,1,0,0.14531167842869214,2.0,1.1563999390214548
18685,306,2,2,0,9,1,0,1,0,0.040364871906490754,0.0,1.0411906060946452
18686,913,2,4,1,3,4,0,0,2,0.005541887028702103,0.0,1.0055572716915127
18687,284,2,0,0,11,0,0,1,0,0.03724386258550536,0.0,1.0379461061989506
18688,821,1,0,0,10,4,0,3,3,0.1426803242127387,2.0,1.153361041128424
18689,343,0,4,1,9,3,0,3,3,0.17583294741435596,3.0,1.192238875427251
18690,460,0,2,0,8,5,1,3,3,0.21802754543245878,4.0,1.2436213232344304
18691,698,1,2,0,3,1,0,2,1,0.1880657280729413,3.0,1.206912840797856
18692,422,2,1,1,5,1,0,2,1,0.24228142371898836,4.0,1.2741527191617055
18693,663,3,2,1,4,1,0,2,1,0.21618226582855343,4.0,1.2413286101705794
18694,214,2,3,1,6,3,0,2,1,0.13742210317540063,2.0,1.147312330503715
18695,733,3,0,0,12,2,0,1,0,0.07698819434723216,1.0,1.080029325866136
18696,407,3,4,0,8,3,0,3,3,0.20206590063158186,3.0,1.2239286631256319
18697,460,2,1,0,7,3,0,3,3,0.16363262181980387,2.0,1.1777815443618915
18698,708,3,2,1,11,3,0,3,3,0.057436578617184604,0.0,1.05911809779033
18699,595,1,1,1,12,2,0,1,0,0.12964952383219575,2.0,1.1384293210520404
18700,679,3,0,0,4,1,0,2,1,0.09558622279366509,1.0,1.1003036892019833
18701,200,0,4,1,6,1,0,2,1,0.026241512093407564,0.0,1.026588852159122
18702,212,2,2,1,6,5,1,0,2,0.0832931058973331,1.0,1.086860327037566
18703,519,3,0,1,12,1,0,1,0,0.23310389162313602,4.0,1.2625126370011392
18704,139,0,3,0,4,2,0,2,1,0.1312234816743635,2.0,1.1402225716899081
18705,626,2,0,0,7,5,1,3,3,0.23663905860193946,4.0,1.266983728356628
18706,576,0,2,1,5,3,0,2,1,0.1510220731634136,2.0,1.1630223293804258
18707,701,0,4,1,2,5,1,0,2,0.24522649639140237,4.0,1.2779107225957604
18708,28,0,0,0,5,0,0,2,1,0.06378183267527784,1.0,1.065859837604506
18709,75,1,4,1,1,0,0,2,1,0.11143237703531217,1.0,1.1178781472150456
18710,304,2,4,1,4,2,0,2,1,0.1862766618565194,3.0,1.2047555241747838
18711,355,1,1,0,12,4,0,3,3,0.23080305541209523,4.0,1.2596111414220839
18712,686,3,4,0,12,0,0,1,0,0.15045448338618395,2.0,1.162362397098705
18713,375,2,4,0,11,6,1,3,3,0.04151049407086086,0.0,1.0423841006466936
18714,278,3,1,0,2,5,1,0,2,0.05714487410420894,0.0,1.0588091933180352
18715,957,3,2,1,6,3,0,2,1,0.15628837347878508,2.0,1.1691633101721841
18716,550,0,2,1,11,3,0,3,3,0.03988119875604772,0.0,1.0406871319222684
18717,692,0,3,1,8,3,0,3,3,0.13274227171589126,2.0,1.141955646131874
18718,896,2,4,0,3,6,1,0,2,0.005571808395352784,0.0,1.0055873597894636
18719,270,1,3,1,9,1,0,1,0,0.08542983324155384,1.0,1.0891851340725645
18720,904,2,2,0,10,5,1,3,3,0.1721914083158954,3.0,1.1879051863857375
18721,301,3,4,1,6,3,0,2,1,0.10368491055170591,1.0,1.109250886595953
18722,365,2,2,1,9,0,0,1,0,0.2183000933296004,4.0,1.2439603158046761
18723,245,0,2,1,2,5,1,0,2,0.040364871906490754,0.0,1.0411906060946452
18724,835,3,3,1,4,1,0,2,1,0.013072706774387476,0.0,1.0131585281704831
18725,973,0,0,1,5,3,0,2,1,0.039314367616058186,0.0,1.0400974052024328
18726,282,3,2,1,3,3,0,2,1,0.24992439544401304,4.0,1.2839283421859204
18727,540,1,2,1,5,3,0,2,1,0.01836164794461839,0.0,1.0185312595278977
18728,559,0,1,0,7,0,0,1,0,0.003325217773572459,0.0,1.0033307524431536
18729,703,2,3,1,5,0,0,2,1,0.07301417328156624,1.0,1.0757457836545405
18730,373,1,1,1,1,6,1,0,2,0.19418633806422453,3.0,1.2143225363865398
18731,954,0,2,0,2,2,0,2,1,0.03549144603686034,0.0,1.036128785082722
18732,554,1,0,1,10,6,1,3,3,0.15915283117366272,2.0,1.1725171301571
18733,562,1,2,0,12,1,0,1,0,0.01700776908239169,0.0,1.017153224641751
18734,745,3,4,1,3,3,0,2,1,0.1827557340724473,3.0,1.2005211258565078
18735,105,2,2,0,2,0,0,2,1,0.2596359530153763,4.0,1.2964580291092318
18736,278,0,1,1,4,1,0,2,1,0.09467247354056176,1.0,1.0992987467304267
18737,657,3,0,0,4,4,0,0,2,0.07835326191938695,1.0,1.0815046456023236
18738,854,2,2,0,4,2,0,2,1,0.00715038630915076,0.0,1.0071760113612658
18739,379,2,0,0,11,6,1,3,3,0.22527072226667327,4.0,1.2526617937320474
18740,503,0,2,1,10,4,0,3,3,0.23832215323513975,4.0,1.2691179774379382
18741,361,1,2,1,10,1,0,1,0,0.12408475884119927,2.0,1.1321118234189707
18742,305,1,0,1,4,4,0,0,2,0.1829470264283115,3.0,1.2007507983375323
18743,837,0,1,0,12,2,0,1,0,0.10632697965548472,1.0,1.1121854790827543
18744,180,1,2,1,3,0,0,2,1,0.07183502906921073,1.0,1.0744780717942135
18745,494,2,0,1,5,1,0,2,1,0.10253235100036175,1.0,1.1079731453696424
18746,648,3,1,0,3,5,1,0,2,0.07978684896293702,1.0,1.0830561885199865
18747,269,3,0,1,11,3,0,3,3,0.08967955375799828,1.0,1.0938237158399795
18748,828,3,4,1,7,1,0,1,0,0.10267445720462286,1.0,1.108130606415585
18749,71,0,2,0,9,2,0,1,0,0.10733104829050154,1.0,1.1133027504533273
18750,85,2,2,0,10,6,1,3,3,0.15611765188796584,2.0,1.1689637257891106
18751,770,3,3,1,4,1,0,2,1,0.23115970157273463,4.0,1.260060457018149
18752,897,1,4,0,1,3,0,2,1,0.05612134129165877,0.0,1.0577260217918063
18753,880,2,0,0,1,1,0,2,1,0.17760299177459057,3.0,1.194351059903397
18754,203,1,2,1,3,4,0,0,2,0.2087701630348598,3.0,1.232161769661569
18755,46,3,0,1,12,6,1,3,3,0.025347193594860536,0.0,1.0256711651716226
18756,18,1,0,1,9,4,0,3,3,0.07243130502173147,1.0,1.0751189482805654
18757,432,2,2,1,6,0,0,2,1,0.01525703241806644,0.0,1.0153740151162605
18758,888,3,1,1,8,4,0,3,3,0.04085119960752666,0.0,1.041697089076817
18759,37,1,0,0,6,4,0,0,2,0.1918677648823143,3.0,1.2115103021647384
18760,24,0,0,0,1,0,0,2,1,0.23505382337436173,4.0,1.2649768522233098
18761,969,2,2,1,9,3,0,3,3,0.11089661778569804,1.0,1.1172793940658248
18762,667,2,1,0,1,6,1,0,2,0.20801044514433892,3.0,1.2312260298152993
18763,859,3,4,1,12,4,0,3,3,0.06409794688169289,1.0,1.066196824301555
18764,246,2,2,1,5,3,0,2,1,0.09084060293793755,1.0,1.0950944365101016
18765,107,2,4,1,6,6,1,0,2,0.11991056245072079,2.0,1.1273960155334821
18766,184,1,2,0,12,0,0,1,0,0.055373879827480606,0.0,1.0569357077522987
18767,602,2,0,1,8,3,0,3,3,0.08017570365191558,1.0,1.0834774218912977
18768,915,2,2,0,12,0,0,1,0,0.1862466920760458,3.0,1.2047194184572427
18769,369,3,1,1,6,5,1,0,2,0.04562198426987173,0.0,1.046678675160871
18770,788,2,3,0,1,0,0,2,1,0.261663043135985,4.0,1.2990887318067301
18771,363,3,1,0,6,0,0,2,1,0.1532591016835885,2.0,1.1656269557263668
18772,936,0,1,0,12,1,0,1,0,0.12937197575181772,2.0,1.138113396023557
18773,219,2,3,0,4,1,0,2,1,0.08699950883612291,1.0,1.0908961439093665
18774,253,3,3,1,2,1,0,2,1,0.08547587286694676,1.0,1.0892352809024826
18775,122,2,0,1,1,0,0,2,1,0.1359699407294399,2.0,1.1456474557504372
18776,617,0,2,0,2,1,0,2,1,0.08756843666151487,1.0,1.0915169616637515
18777,155,2,4,0,5,4,0,0,2,0.01872985386055072,0.0,1.0189063578156843
18778,352,3,0,0,10,5,1,3,3,0.08110463922709017,1.0,1.0844843702360512
18779,102,3,2,1,9,5,1,3,3,0.06369714225634843,1.0,1.0657695733106536
18780,941,2,1,0,4,5,1,0,2,0.033257793523912414,0.0,1.0338170162235025
18781,338,0,4,0,3,0,0,2,1,0.06646093135341524,1.0,1.0687192098464304
18782,410,3,0,0,11,5,1,3,3,0.247441173505072,4.0,1.2807440184861274
18783,491,2,1,0,8,2,0,1,0,0.016557054959174762,0.0,1.0166948826163005
18784,684,2,1,1,11,0,0,1,0,0.16852554390911562,3.0,1.1835584591684452
18785,574,0,0,0,2,0,0,2,1,0.19257449038943117,3.0,1.2123668100197378
18786,141,0,4,0,8,1,0,1,0,0.14231590492475055,2.0,1.1529408106937111
18787,770,2,4,1,12,1,0,1,0,0.15533058312044218,2.0,1.1680440329284143
18788,426,2,1,1,5,1,0,2,1,0.051466235848701115,0.0,1.052813638333039
18789,729,3,1,1,6,4,0,0,2,0.211857645022472,3.0,1.2359719257987387
18790,582,2,2,1,4,2,0,2,1,0.18592029631496074,3.0,1.2043262673106856
18791,355,3,0,0,11,3,0,3,3,0.2115151520272449,3.0,1.2355486865542307
18792,835,2,1,0,3,5,1,0,2,0.01743758278054636,0.0,1.017590504998636
18793,920,3,1,0,12,0,0,1,0,0.003029290273649804,0.0,1.003033883210039
18794,662,1,3,1,10,0,0,1,0,0.13336739904447864,2.0,1.1426697369899064
18795,193,3,0,0,10,6,1,3,3,0.15877126312971973,2.0,1.1720698204342315
18796,528,2,0,1,4,5,1,0,2,0.22966380187430208,4.0,1.258176942086429
18797,514,3,0,0,12,1,0,1,0,0.2020896641209482,3.0,1.2239577482869843
18798,335,2,0,0,8,0,0,1,0,0.05399226214671764,0.0,1.055476435001685
18799,962,0,4,0,11,2,0,1,0,0.14742563531148947,2.0,1.1588471043214532
18800,755,3,1,0,1,3,0,2,1,0.0774421863512159,1.0,1.080519761862734
18801,897,3,4,0,10,6,1,3,3,0.09331398607293492,1.0,1.097806377072067
18802,167,0,3,1,7,3,0,3,3,0.21939759633863762,4.0,1.2453263154516423
18803,594,0,1,1,5,5,1,0,2,0.23298154695899825,4.0,1.2623581847649918
18804,985,3,1,0,12,0,0,1,0,0.07493476640547035,1.0,1.0778138389203589
18805,788,0,3,0,10,2,0,1,0,0.20625673886007892,3.0,1.2290687131922269
18806,88,0,4,1,1,1,0,2,1,0.008701620368454838,0.0,1.008739589518109
18807,121,1,1,0,3,6,1,0,2,0.16374076246917035,2.0,1.1779089173098833
18808,400,3,2,1,6,3,0,2,1,1.303809078240494e-05,0.0,1.0000130381757786
18809,401,1,4,1,1,6,1,0,2,0.1502784478610701,2.0,1.1621577980326394
18810,944,2,3,1,12,5,1,3,3,0.10432484867670691,1.0,1.1099609657075917
18811,308,1,4,1,11,1,0,1,0,0.196273742455078,3.0,1.2168599659803905
18812,296,3,1,0,8,6,1,3,3,0.17280333138123574,3.0,1.1886323154195484
18813,690,1,1,0,9,0,0,1,0,0.1188015004289553,2.0,1.1261463565319254
18814,119,2,0,1,2,2,0,2,1,0.24317993384204176,4.0,1.2752980727570327
18815,504,2,1,0,12,1,0,1,0,0.17968168940328486,3.0,1.1968363367941333
18816,210,0,2,0,5,6,1,0,2,0.24327194228014545,4.0,1.2754154163390408
18817,99,1,2,0,2,2,0,2,1,0.08725138434476765,1.0,1.0911709485373173
18818,410,3,4,0,5,1,0,2,1,0.10214575614920923,1.0,1.1075448914421426
18819,829,2,4,0,9,0,0,1,0,0.13487768055784388,2.0,1.1443967938122823
18820,321,1,0,1,7,6,1,3,3,0.09284703645617175,1.0,1.097293876470305
18821,880,0,2,1,1,4,0,0,2,0.015394320368893967,0.0,1.0155134233034324
18822,939,1,0,1,8,4,0,3,3,0.22787103397798372,4.0,1.2559233435499142
18823,694,1,2,1,4,1,0,2,1,0.020028321556215523,0.0,1.0202302341255196
18824,537,1,3,0,12,1,0,1,0,0.015413084883617008,0.0,1.0155324790988014
18825,261,1,3,0,3,5,1,0,2,0.02773904739548259,0.0,1.028127356901006
18826,222,3,0,1,7,1,0,1,0,0.2299642765388576,4.0,1.2585550491840107
18827,143,2,0,0,1,2,0,2,1,0.06493761025706078,1.0,1.0670924466838905
18828,384,3,3,1,4,2,0,2,1,0.2238140904495702,4.0,1.250838454996229
18829,121,3,1,0,2,6,1,0,2,0.22973872973634238,4.0,1.2582712181266749
18830,798,1,1,1,7,0,0,1,0,0.13451303631860093,2.0,1.1439795721873647
18831,928,1,3,0,9,4,0,3,3,0.0654694396970526,1.0,1.0676601087985622
18832,694,2,2,1,10,5,1,3,3,0.16879751938046877,3.0,1.1838804018165188
18833,423,3,0,0,8,0,0,1,0,0.11802905916891471,2.0,1.1252768105011473
18834,717,1,2,1,10,2,0,1,0,0.1400306932667629,2.0,1.1503091050596146
18835,439,1,3,0,2,0,0,2,1,0.25126238566099757,4.0,1.2856473755155096
18836,244,3,2,0,3,6,1,0,2,0.15815154653606298,2.0,1.1713436943370188
18837,891,3,1,1,5,4,0,0,2,0.16667312764778663,3.0,1.181368045637627
18838,398,0,3,0,1,4,0,0,2,0.06521765465250559,1.0,1.0673913217902018
18839,457,0,2,1,7,1,0,1,0,0.20118543414064038,3.0,1.222851509218993
18840,138,0,3,1,7,4,0,3,3,0.04519453185098856,0.0,1.0462313654380024
18841,690,0,1,0,8,4,0,3,3,0.12655601833918156,2.0,1.1349130253381903
18842,235,0,0,1,9,3,0,3,3,0.17726536191616935,3.0,1.1939478793908564
18843,857,3,0,0,8,2,0,1,0,0.25225340458510875,4.0,1.286922107932025
18844,292,1,0,1,4,2,0,2,1,0.1831282609701067,3.0,1.2009684355793764
18845,49,1,1,0,12,0,0,1,0,0.20200771867034986,3.0,1.2238574546271483
18846,26,3,4,1,12,5,1,3,3,0.07441912064081582,1.0,1.0772582120448673
18847,260,2,3,0,3,5,1,0,2,0.202773646629471,3.0,1.224795200346615
18848,688,2,4,0,1,4,0,0,2,0.17694946560818495,3.0,1.193570775229873
18849,746,2,4,1,9,0,0,1,0,0.20483668367291163,3.0,1.2273246064476788
18850,742,1,4,0,5,3,0,2,1,0.11838996239329178,2.0,1.1256829998234832
18851,102,3,0,0,2,1,0,2,1,0.20568373328330836,3.0,1.228364651700178
18852,793,0,2,0,12,1,0,1,0,0.20471164837888106,3.0,1.2271711571481296
18853,767,3,2,1,5,5,1,0,2,0.07754706725811421,1.0,1.0806330936983488
18854,300,3,2,0,12,3,0,3,3,0.001991852900788934,0.0,1.0019938379575397
18855,324,2,3,1,11,5,1,3,3,0.2071694412686912,3.0,1.2301909992457918
18856,284,3,3,1,12,0,0,1,0,0.21355458141838346,3.0,1.2380710720991062
18857,938,1,4,1,7,3,0,3,3,0.24632935231929853,4.0,1.2793208514530545
18858,425,2,2,1,7,1,0,1,0,0.07703555283474091,1.0,1.0800804756326523
18859,383,0,0,1,2,3,0,2,1,0.17948558057063532,3.0,1.196601649630117
18860,185,1,4,1,10,4,0,3,3,0.1992019564452484,3.0,1.2204284143973554
18861,12,0,3,1,1,4,0,0,2,0.05467523825817906,0.0,1.0561975464159057
18862,653,3,1,1,12,4,0,3,3,0.14242724519203,2.0,1.1530691865783012
18863,743,3,4,1,2,0,0,2,1,0.016756301570915382,0.0,1.0168974758091693
18864,215,0,4,0,2,0,0,2,1,0.007552604888509367,0.0,1.0075811977470033
18865,704,2,1,1,12,6,1,3,3,0.0511194202129866,0.0,1.052448569411236
18866,522,2,0,1,8,5,1,3,3,0.07626732563209311,1.0,1.0792510470658088
18867,613,3,3,1,1,2,0,2,1,0.0045120465130542705,0.0,1.0045222411220052
18868,391,3,2,0,4,5,1,0,2,0.10654338127609535,1.0,1.1124261838663607
18869,432,3,1,1,7,6,1,3,3,0.16058711384667668,2.0,1.174200057769148
18870,31,3,4,0,12,3,0,3,3,0.04629633575898025,0.0,1.0473847425261165
18871,0,2,3,1,4,5,1,0,2,0.12895947630786692,2.0,1.1376440216955246
18872,552,1,1,0,3,5,1,0,2,0.20039776829011036,3.0,1.2218886900845676
18873,836,2,1,1,11,3,0,3,3,0.21893682400518014,4.0,1.2447526357173806
18874,46,0,3,1,5,3,0,2,1,0.08702708953956131,1.0,1.0909262320073174
18875,335,1,4,1,1,1,0,2,1,0.154965591874033,2.0,1.1676177848741114
18876,671,2,3,1,5,6,1,0,2,0.056116600276711774,0.0,1.0577210071088146
18877,515,3,3,1,10,0,0,1,0,0.06970737565047765,1.0,1.0721943851597477
18878,798,3,1,1,3,3,0,2,1,0.004874407855160807,0.0,1.0048863071072098
18879,731,1,1,0,4,5,1,0,2,0.17377488648545547,3.0,1.189787698380859
18880,345,3,2,0,11,4,0,3,3,0.07685910786607573,1.0,1.079889917678964
18881,303,3,1,0,2,0,0,2,1,0.22344438703811334,4.0,1.250376101224385
18882,481,0,4,1,8,0,0,1,0,0.21978731486051412,4.0,1.2458117367652486
18883,733,2,0,0,9,2,0,1,0,0.0037739406947025914,0.0,1.0037810709758173
18884,496,1,4,0,5,1,0,2,1,0.19457196961911433,3.0,1.214790907777974
18885,324,2,0,1,12,1,0,1,0,0.09607467224976998,1.0,1.1008412632187043
18886,732,3,1,0,2,3,0,2,1,0.17296194824254063,3.0,1.18882086750004
18887,465,2,4,0,10,2,0,1,0,0.1674250252486238,3.0,1.182256647463774
18888,897,0,3,1,7,4,0,3,3,0.1484031279737861,2.0,1.1599804226776
18889,8,1,4,0,10,3,0,3,3,0.248671432390227,4.0,1.2823206348187492
18890,189,0,0,1,1,3,0,2,1,0.07054795187333013,1.0,1.0730960251616735
18891,755,0,0,0,8,3,0,3,3,0.24050326871016775,4.0,1.271889091259207
18892,564,3,2,1,10,4,0,3,3,0.16612879487294444,2.0,1.1807251632780782
18893,867,0,4,1,3,2,0,2,1,0.151820294018154,2.0,1.1639510486705071
18894,626,0,4,1,7,0,0,1,0,0.039491777889349655,0.0,1.0402819455365309
18895,167,3,3,1,2,3,0,2,1,0.23279641261092304,4.0,1.262124500537574
18896,388,2,3,0,2,2,0,2,1,0.23132206081200846,4.0,1.2602650560842146
18897,384,3,3,1,7,1,0,1,0,0.013950372418368696,0.0,1.0140481329332285
18898,505,3,3,0,12,1,0,1,0,0.19486831764778278,3.0,1.215150962016785
18899,714,1,4,0,6,2,0,2,1,0.22284824318049748,4.0,1.2496309193318036
18900,141,1,3,1,11,5,1,3,3,0.08970247621545177,1.0,1.0938487892549384
18901,211,3,4,1,7,1,0,1,0,0.19818406180400117,3.0,1.2191867788885857
18902,833,3,2,0,7,0,0,1,0,0.19835597617790565,3.0,1.219396392637643
18903,734,0,4,1,5,3,0,2,1,0.14714864953813145,2.0,1.158526164609978
18904,523,0,2,1,6,3,0,2,1,0.06684468263475445,1.0,1.0691294109151597
18905,587,3,1,0,3,4,0,0,2,0.05694688328408385,0.0,1.058599579568978
18906,679,2,0,0,12,0,0,1,0,0.04408095613674404,0.0,1.0450669560473065
18907,718,3,3,1,8,3,0,3,3,0.21806060993525836,4.0,1.2436624436349633
18908,231,0,1,1,11,4,0,3,3,0.18190491701113418,3.0,1.1995001363993774
18909,347,1,0,0,10,3,0,3,3,0.08603922619642533,1.0,1.0898490781006789
18910,490,0,4,0,1,5,1,0,2,0.16941744859966545,3.0,1.1846145514065183
18911,624,1,4,1,10,1,0,1,0,0.05921621544879234,1.0,1.0610046215318452
18912,451,0,2,0,10,6,1,3,3,0.09429286715861615,1.0,1.0988815251055088
18913,516,3,1,0,10,2,0,1,0,0.24845319536126412,4.0,1.282040815507807
18914,286,1,3,1,1,1,0,2,1,0.1511703869992106,2.0,1.1631948344753438
18915,799,3,2,0,11,6,1,3,3,0.008164582655501063,0.0,1.0081980037549947
18916,84,0,3,1,2,6,1,0,2,0.015986714051555113,0.0,1.0161151852624484
18917,608,2,4,0,5,1,0,2,1,0.17863952526328403,3.0,1.1955896866023716
18918,605,0,3,0,4,6,1,0,2,0.13625354052301739,2.0,1.145972407208306
18919,68,1,1,1,11,2,0,1,0,0.17859842010495836,3.0,1.195540542709052
18920,756,3,2,1,12,3,0,3,3,0.042597140259081415,0.0,1.0435174190028402
18921,322,0,0,1,6,1,0,2,1,0.24472800813500098,4.0,1.2772738578558018
18922,101,1,2,0,5,1,0,2,1,0.03008042689685766,0.0,1.0305374135468652
18923,315,3,2,0,9,0,0,1,0,0.22064673530356277,4.0,1.2468828730522972
18924,734,2,0,0,3,4,0,0,2,0.04618142162843775,0.0,1.0472643901343133
18925,716,2,3,0,7,3,0,3,3,0.16237921066940242,2.0,1.176306224625704
18926,775,1,0,1,4,1,0,2,1,0.06748425352513437,1.0,1.069813413675241
18927,565,0,1,0,4,1,0,2,1,0.07492359999997339,1.0,1.0778018036811785
18928,826,3,3,1,5,0,0,2,1,0.16174125102685666,2.0,1.1755560280501307
18929,212,2,0,0,12,0,0,1,0,0.1405231866749088,2.0,1.150875764237688
18930,812,2,3,0,11,3,0,3,3,0.24464634227709506,4.0,1.2771695524495723
18931,177,3,4,0,11,5,1,3,3,0.12239037141424383,2.0,1.1301952115795049
18932,682,2,2,0,6,5,1,0,2,0.13049314935831044,2.0,1.1393901343132693
18933,163,1,1,0,1,1,0,2,1,0.18521385097177887,3.0,1.2034757770752764
18934,727,0,1,0,10,0,0,1,0,0.002283084286181409,0.0,1.0022856925076624
18935,18,1,4,1,12,6,1,3,3,0.22437920781463425,4.0,1.2515455252980727
18936,209,0,1,0,12,3,0,3,3,0.2215994421280629,4.0,1.2480713529213536
18937,629,2,0,1,4,0,0,2,1,0.12113302116716947,2.0,1.128775053356227
18938,714,0,0,1,3,0,0,2,1,0.252604820518308,4.0,1.2873744323378853
18939,864,3,0,1,10,0,0,1,0,0.10252691978936462,1.0,1.1079671277500522
18940,259,1,3,1,6,0,0,2,1,0.146723500264071,2.0,1.1580337227401833
18941,467,0,2,0,9,6,1,3,3,0.2555569756142241,4.0,1.2911805767286615
18942,216,0,3,1,10,5,1,3,3,0.19015349555593403,3.0,1.2094352263427315
18943,259,3,3,1,1,1,0,2,1,0.07995629709485275,1.0,1.0832397259174864
18944,270,1,3,0,5,3,0,2,1,0.18113789282230577,3.0,1.1985804435386813
18945,326,3,3,0,2,3,0,2,1,0.0603498974477413,1.0,1.0622081454498773
18946,770,1,2,1,12,2,0,1,0,0.009267187110712928,0.0,1.0093102604425759
18947,632,3,1,0,10,5,1,3,3,0.16659841619949592,3.0,1.1812797872169714
18948,107,3,4,1,6,6,1,0,2,0.250727872692965,4.0,1.2849603639456328
18949,442,2,0,1,8,6,1,3,3,0.15813527808260605,2.0,1.17132463854165
18950,93,2,1,0,2,3,0,2,1,0.26201425549763874,4.0,1.299545067958984
18951,158,0,2,1,1,5,1,0,2,0.13617827187517437,2.0,1.145886154660847
18952,403,0,4,0,3,0,0,2,1,0.0804228255393333,1.0,1.08374520596306
18953,106,1,0,1,2,5,1,0,2,0.02873745918479675,0.0,1.0291543639777267
18954,128,0,4,1,3,6,1,0,2,0.00041212200798391215,0.0,1.000412206941926
18955,528,3,2,0,1,5,1,0,2,0.07753964242296872,1.0,1.080625070205562
18956,569,1,4,0,1,1,0,2,1,0.18671029064960715,3.0,1.2052780541425294
18957,96,2,2,1,10,5,1,3,3,0.11233811733810509,1.0,1.1188911131793893
18958,19,3,1,1,12,2,0,1,0,0.20178561273638085,3.0,1.2235856588089926
18959,814,2,1,1,7,6,1,3,3,0.12411310720359599,2.0,1.1321439173901182
18960,44,0,3,0,2,1,0,2,1,0.18914045579854838,3.0,1.208210640756134
18961,974,2,0,0,11,4,0,3,3,0.11787218160261972,2.0,1.125100293659836
18962,686,2,2,0,11,3,0,3,3,0.19913621103610338,3.0,1.2203481794694866
18963,746,1,4,1,2,4,0,0,2,0.06711106391235223,1.0,1.0694142449090938
18964,733,0,1,0,8,4,0,3,3,0.014270770822677548,0.0,1.0143730843910972
18965,109,3,1,1,2,0,0,2,1,0.18445770159500544,3.0,1.2025661135805639
18966,168,2,1,1,1,5,1,0,2,0.14403073514616233,2.0,1.1549196046022754
18967,318,1,0,0,6,3,0,2,1,0.022037620392036914,0.0,1.022282242405764
18968,630,1,2,0,1,6,1,0,2,0.23072581839514153,4.0,1.259513856572043
18969,193,0,2,0,2,0,0,2,1,0.04494813657899721,0.0,1.045973610732224
18970,923,1,4,0,5,5,1,0,2,0.24691009814333734,4.0,1.2800640274724393
18971,291,3,2,1,4,3,0,2,1,0.12826718788786584,2.0,1.1368567164658119
18972,499,3,0,0,5,4,0,0,2,0.18450607225437368,3.0,1.2026242839032688
18973,336,0,4,1,1,1,0,2,1,0.0027332751747183425,0.0,1.0027370139769245
18974,452,2,0,1,2,2,0,2,1,0.038754933517271085,0.0,1.039515701975384
18975,199,2,3,1,1,5,1,0,2,0.07466859980780678,1.0,1.077526999053228
18976,209,2,4,0,5,6,1,0,2,0.0871888810127682,1.0,1.0911027488486287
18977,481,0,1,1,2,5,1,0,2,0.062020678560824924,1.0,1.063984346165573
18978,290,0,3,0,12,4,0,3,3,0.0024811932467573047,0.0,1.0024842739541378
18979,327,1,4,0,5,2,0,2,1,0.0967468113805465,1.0,1.101581430428294
18980,196,3,2,1,10,1,0,1,0,0.1892035414680784,3.0,1.2082868639376092
